nama_course,kategori,level,price,jumlah_peserta,content_duration,level,title_clean,rating,num_reviews,benefit
Bitesize Bookkeeping for busy people,Business Finance,beginner level,20,9,1.5,Beginner,bitesize bookkeeping for busy people,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Accounting for everyone! ,Business Finance,beginner level,35,420,1.0,Beginner,accounting for everyone!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Manual Bookkeeping,Business Finance,intermediate level,20,28,2.5,Intermediate,manual bookkeeping,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Numeracy skills in business and everyday life:Think and Deal,Business Finance,beginner level,20,90,0.6333333333333333,Beginner,numeracy skills in business and everyday life:think and deal,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Modelling in Excel Step by Step,Business Finance,intermediate level,20,13,1.5,Intermediate,financial modelling in excel step by step,3.4987705,21.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Straight From Business School: Create Financial Statements,Business Finance,beginner level,20,31,1.0,Beginner,straight from business school: create financial statements,4.039486,19.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Essentials of Finance and Investment in 2 hours,Business Finance,beginner level,20,1403,2.0,Beginner,essentials of finance and investment in 2 hours,3.8064103,22.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Succeed in Stocks Even if you Don't Know Where to Start,Business Finance,beginner level,0,2554,1.0,Beginner,succeed in stocks even if you don't know where to start,3.6759355,83.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Options Basics & Trading With Small Capital! - Level 1,Business Finance,beginner level,30,120,2.0,Beginner,options basics & trading with small capital! - level 1,4.2745976,43.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Learn to Trade Forex Big U-Turn Trade,Business Finance,beginner level,50,106,1.0,Beginner,learn to trade forex big u-turn trade,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"Technical Analysis Primer for trading Stocks, Bonds & Forex",Business Finance,beginner level,50,397,3.0,Beginner,"technical analysis primer for trading stocks, bonds & forex",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Basics of Finance and Budgeting,Business Finance,beginner level,20,578,6.0,Beginner,basics of finance and budgeting,3.885963,91.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Beginners Chart Patterns Trading for Penny Stocks,Business Finance,beginner level,200,40,1.5,Beginner,beginners chart patterns trading for penny stocks,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Statements: Learn Accounting. Unlock the Numbers.,Business Finance,beginner level,40,222,3.0,Beginner,financial statements: learn accounting. unlock the numbers.,4.437913,43.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Economics - CFA Level 1 - 2014,Business Finance,beginner level,20,135,4.0,Beginner,economics - cfa level 1 - 2014,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"Silver, Gold, and Inflation",Business Finance,beginner level,0,5597,1.0,Beginner,"silver, gold, and inflation",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Accounting Concepts For Technocrats,Business Finance,beginner level,20,261,2.5,Beginner,accounting concepts for technocrats,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Beginner Financial Analysis: Invest Like Warren Buffett,Business Finance,beginner level,50,83,0.6833333333333333,Beginner,beginner financial analysis: invest like warren buffett,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Advance Technical Analysis,Business Finance,expert level,50,152,3.5,Expert,advance technical analysis,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
The Everyday Investor: Building Wealth with Venture Capital,Business Finance,intermediate level,20,176,2.5,Intermediate,the everyday investor: building wealth with venture capital,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Law Matters,Business Finance,beginner level,20,327,0.45,Beginner,law matters,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Accounting Part 2 - Passing The Class,Business Finance,beginner level,20,15,4.5,Beginner,financial accounting part 2 - passing the class,4.4866557,28.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Simple Options Trading System,Business Finance,intermediate level,35,104,1.5,Intermediate,simple options trading system,4.356496,9.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Investments and Financial Markets,Business Finance,beginner level,40,71,1.5,Beginner,investments and financial markets,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"Term Loan Appraisal for bankers, credit analysts",Business Finance,beginner level,20,11,6.5,Beginner,"term loan appraisal for bankers, credit analysts",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Business Finance,beginner level,20,1294,5.5,Beginner,small biz doers' guide to small biz accounting + bookkeeping,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Learn To Trade The Forex Naked Price Action Acapulco Trade,Business Finance,intermediate level,70,288,1.0,Intermediate,learn to trade the forex naked price action acapulco trade,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Master The Psychology of Forex & Binary Options Trading,Business Finance,intermediate level,20,53,1.0,Intermediate,master the psychology of forex & binary options trading,4.5698695,88.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Learn to Pick the Right Stock Broker Account,Business Finance,beginner level,40,1102,0.5666666666666667,Beginner,learn to pick the right stock broker account,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Learn To Invest In 7 Steps,Business Finance,beginner level,50,137,3.0,Beginner,learn to invest in 7 steps,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
FOREX Currency Trading For Beginners,Business Finance,beginner level,25,35,4.0,Beginner,forex currency trading for beginners,4.803754,16.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Basic Technical Analysis,Business Finance,beginner level,50,40,2.5,Beginner,basic technical analysis,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Forex:Trade Management & Psychology,Business Finance,intermediate level,150,13,2.0,Intermediate,forex:trade management & psychology,4.1186748,9.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"Working Capital assessment for bankers, credit analysts",Business Finance,beginner level,20,4,7.0,Beginner,"working capital assessment for bankers, credit analysts",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
How to trade in the Forex market,Business Finance,intermediate level,200,6,2.5,Intermediate,how to trade in the forex market,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Bookkeeping Practicals with Software,Business Finance,intermediate level,35,1,31.5,Intermediate,bookkeeping practicals with software,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
8 Steps To Achieve Financial Freedom And Escape Debt,Business Finance,beginner level,40,5,5.5,Beginner,8 steps to achieve financial freedom and escape debt,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Trading Basics in 30 minutes,Business Finance,beginner level,50,1,0.5333333333333333,Beginner,trading basics in 30 minutes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Technical Charting,Business Finance,intermediate level,20,4,1.0,Intermediate,technical charting,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Profits Turbo,Business Finance,intermediate level,20,10,5.5,Intermediate,profits turbo,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Nest Egg Investing,Business Finance,beginner level,45,6,2.0,Beginner,nest egg investing,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Economics for beginners - Various Concepts,Business Finance,beginner level,25,2,2.5,Beginner,economics for beginners - various concepts,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Investing in Stocks & Shares,Business Finance,beginner level,20,2,2.0,Beginner,investing in stocks & shares,4.0931497,20.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"'Geometry Of Chance strategy of defeating the roulette.""",Business Finance,intermediate level,30,2,1.5,Intermediate,"'geometry of chance strategy of defeating the roulette.""",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,Business Finance,beginner level,20,313,1.0,Beginner,mql4 bootcamp tutorial- trading robot coding in metatrader4,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introducción a la contabilidad,Business Finance,beginner level,20,193,1.0,Beginner,introducción a la contabilidad,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Business Finance,beginner level,30,66,1.0,Beginner,einnahmen aus udemy-kursen als dozent korrekt versteuern,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
株式投資に必要なスキルの学習手順を学ぶ,Business Finance,beginner level,20,139,2.0,Beginner,株式投資に必要なスキルの学習手順を学ぶ,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Formação de preços em serviços,Business Finance,intermediate level,35,77,2.0,Intermediate,formação de preços em serviços,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Guía práctica para comprar acciones en la Bolsa de USA,Business Finance,intermediate level,0,4876,4.5,Intermediate,guía práctica para comprar acciones en la bolsa de usa,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,Business Finance,beginner level,20,244,2.5,Beginner,contabilidad financiera: conoce el lenguaje de los negocios.,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Curso de Day Trader para Iniciantes,Business Finance,beginner level,0,1278,1.5,Beginner,curso de day trader para iniciantes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Complete GST Course For Small and Medium Enterprises,Business Finance,beginner level,75,8,6.0,Beginner,complete gst course for small and medium enterprises,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
3 documentos clave para administrar tu empresa con éxito,Business Finance,intermediate level,45,40,1.0,Intermediate,3 documentos clave para administrar tu empresa con éxito,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
